transaction_id,transaction_date,hour,amount_usd,category,country,payment_method,card_type,device_type,browser,account_age_days,tx_last_24h,n_items,addr_mismatch,form_fill_time_sec,email_domain,vpn_detected,is_fraud
TXN1000090,2023-02-06 01:03:00,1,206.53,Gift Cards,DE,credit_card,Amex,mobile,Unknown,28,7,6,1,11,throwam.com,0,1
TXN1005974,2023-07-05 12:14:00,12,204.09,Fashion,FR,credit_card,Visa,desktop,Safari,557,1,1,0,181,yahoo.com,0,0
TXN1006418,2023-04-30 14:23:00,14,97.41,Gaming,DE,debit_card,Visa,desktop,Chrome,1332,1,1,0,46,gmail.com,0,0
TXN1008640,2023-04-19 19:01:00,19,53.08,Fashion,DE,debit_card,Amex,mobile,Chrome,105,1,4,0,99,icloud.com,0,0
TXN1008690,2023-05-06 12:43:00,12,44.68,Gaming,DE,credit_card,Mastercard,mobile,Chrome,1150,1,1,0,71,icloud.com,0,0
TXN1002117,2023-06-15 13:37:00,13,65.85,Software,US,debit_card,Discover,mobile,Chrome,217,1,1,0,74,hotmail.com,0,0
TXN1002937,2023-07-21 06:14:00,6,111.37,Gaming,UK,credit_card,Discover,desktop,Safari,1080,1,3,0,59,outlook.com,0,0
TXN1006842,2023-12-27 15:09:00,15,572.59,Travel,UK,prepaid_card,Amex,mobile,Chrome,2187,2,3,0,80,outlook.com,0,0
TXN1000983,2023-09-18 13:27:00,13,50.99,Fashion,BR,credit_card,Visa,desktop,Safari,476,1,3,0,34,outlook.com,0,0
TXN1007260,2023-08-20 11:40:00,11,168.88,Electronics,US,credit_card,Amex,tablet,Safari,506,1,2,0,82,yahoo.com,0,0
TXN1009985,2023-07-26 07:11:00,7,629.23,Travel,FR,debit_card,Mastercard,mobile,Safari,2654,3,1,0,133,outlook.com,0,0
TXN1002925,2023-10-25 16:25:00,16,44.7,Fashion,US,debit_card,Amex,desktop,Firefox,11,1,1,0,204,hotmail.com,0,0
TXN1006061,2023-07-10 16:45:00,16,374.43,Travel,US,digital_wallet,Visa,tablet,Chrome,225,1,1,0,2,gmail.com,0,0
TXN1003214,2023-02-27 10:36:00,10,163.84,Electronics,CN,debit_card,Mastercard,desktop,Chrome,146,1,1,1,121,yahoo.com,0,0
TXN1006447,2023-05-10 13:49:00,13,638.26,Luxury,US,debit_card,Amex,mobile,Edge,974,1,1,0,134,icloud.com,0,0
TXN1006779,2023-05-03 14:43:00,14,139.18,Electronics,FR,debit_card,Visa,mobile,Chrome,111,4,3,0,196,hotmail.com,0,0
TXN1007038,2023-05-03 08:02:00,8,55.41,Gift Cards,IN,digital_wallet,Mastercard,mobile,Edge,1283,1,1,0,96,icloud.com,0,0
TXN1005663,2023-04-10 14:57:00,14,605.49,Travel,NG,digital_wallet,Visa,desktop,Chrome,1414,1,1,0,58,yahoo.com,0,0
TXN1000627,2023-04-25 12:57:00,12,103.36,Gaming,UK,credit_card,Visa,desktop,Chrome,50,1,1,0,90,hotmail.com,0,0
TXN1008008,2023-07-17 12:05:00,12,126.4,Gaming,US,debit_card,Discover,desktop,Edge,914,1,1,0,146,outlook.com,0,0
TXN1005125,2023-01-17 12:22:00,12,193.16,Electronics,UK,credit_card,Mastercard,desktop,Safari,36,1,2,0,174,gmail.com,0,0
TXN1004765,2023-07-18 16:48:00,16,75.69,Gaming,RU,digital_wallet,Discover,mobile,Safari,1206,2,2,0,137,icloud.com,0,0
TXN1008143,2023-06-29 13:37:00,13,409.69,Travel,US,credit_card,Amex,mobile,Safari,497,1,2,1,75,gmail.com,0,0
TXN1009594,2023-08-02 15:09:00,15,921.43,Travel,US,debit_card,Mastercard,desktop,Chrome,30,4,1,0,156,gmail.com,0,0
TXN1001269,2023-08-21 15:44:00,15,388.56,Electronics,UK,digital_wallet,Discover,mobile,Edge,454,1,6,1,21,gmail.com,0,0
TXN1000128,2023-07-08 05:34:00,5,167.66,Electronics,DE,prepaid_card,Amex,mobile,Unknown,61,7,3,0,10,mailinator.com,1,1
TXN1006112,2023-07-19 17:52:00,17,41.6,Gift Cards,US,debit_card,Mastercard,mobile,Edge,855,1,5,0,80,gmail.com,0,0
TXN1001711,2023-07-12 12:49:00,12,126.9,Fashion,RU,credit_card,Discover,desktop,Chrome,435,1,2,0,67,gmail.com,0,0
TXN1007862,2023-06-07 15:04:00,15,684.69,Travel,US,debit_card,Discover,desktop,Chrome,446,1,1,0,117,outlook.com,0,0
TXN1004235,2023-02-08 14:12:00,14,437.57,Travel,FR,digital_wallet,Discover,desktop,Chrome,396,1,4,0,126,icloud.com,0,0
TXN1005192,2023-06-12 14:13:00,14,104.94,Fashion,DE,credit_card,Mastercard,desktop,Chrome,1324,1,1,1,36,gmail.com,0,0
TXN1002398,2023-02-12 15:22:00,15,64.33,Fashion,IN,credit_card,Mastercard,mobile,Unknown,710,2,1,0,66,gmail.com,0,0
TXN1005434,2023-03-06 11:48:00,11,377.54,Travel,BR,digital_wallet,Amex,mobile,Firefox,1118,3,2,0,124,outlook.com,0,0
TXN1006057,2023-10-31 13:28:00,13,773.16,Luxury,UK,credit_card,Mastercard,desktop,Safari,781,2,3,0,79,gmail.com,0,0
TXN1009318,2023-04-01 16:26:00,16,570.8,Jewelry,US,debit_card,Discover,mobile,Safari,15,1,5,0,119,icloud.com,0,0
TXN1001186,2023-02-24 22:11:00,22,113.48,Fashion,FR,debit_card,Discover,desktop,Chrome,85,2,5,0,87,outlook.com,0,0
TXN1006013,2023-06-26 18:15:00,18,82.66,Software,RU,digital_wallet,Mastercard,desktop,Chrome,1587,1,1,0,67,outlook.com,0,0
TXN1009793,2023-03-26 15:35:00,15,103.13,Software,MA,debit_card,Discover,desktop,Safari,524,2,1,0,173,yahoo.com,0,0
TXN1006014,2023-08-12 15:31:00,15,453.55,Travel,US,credit_card,Mastercard,desktop,Chrome,180,2,1,0,63,outlook.com,0,0
TXN1001977,2023-11-11 11:38:00,11,167.63,Electronics,IN,credit_card,Visa,desktop,Safari,35,2,3,0,50,yahoo.com,0,0
TXN1009887,2023-02-13 10:17:00,10,38.99,Software,IN,credit_card,Visa,desktop,Chrome,15,1,2,0,90,gmail.com,0,0
TXN1004247,2023-09-12 10:11:00,10,397.47,Luxury,CN,prepaid_card,Discover,mobile,Chrome,516,2,2,0,2,gmail.com,0,0
TXN1007672,2023-10-28 16:16:00,16,36.27,Fashion,MA,digital_wallet,Mastercard,mobile,Safari,1411,2,1,0,94,icloud.com,0,0
TXN1000915,2023-07-31 12:02:00,12,237.8,Electronics,MA,digital_wallet,Discover,desktop,Chrome,278,1,1,0,116,icloud.com,0,0
TXN1001305,2023-02-17 14:13:00,14,108.74,Fashion,FR,credit_card,Mastercard,desktop,Chrome,581,3,1,0,101,yahoo.com,0,0
TXN1005455,2023-08-20 12:43:00,12,138.67,Gaming,FR,debit_card,Visa,mobile,Chrome,73,1,2,0,94,gmail.com,0,0
TXN1003049,2023-10-21 18:41:00,18,40.83,Fashion,BR,digital_wallet,Mastercard,desktop,Chrome,1121,1,2,0,108,yahoo.com,0,0
TXN1009521,2023-06-29 12:07:00,12,181.91,Fashion,DE,credit_card,Visa,desktop,Firefox,254,2,1,0,129,yahoo.com,0,0
TXN1001273,2023-12-18 17:26:00,17,129.24,Gaming,US,credit_card,Visa,desktop,Chrome,646,2,1,0,150,hotmail.com,0,0
TXN1008055,2023-06-13 13:06:00,13,81.31,Fashion,FR,credit_card,Discover,desktop,Unknown,417,2,1,0,128,icloud.com,0,0
TXN1002796,2023-04-09 17:32:00,17,121.51,Fashion,IN,digital_wallet,Discover,desktop,Safari,827,1,1,0,65,icloud.com,0,0
TXN1001398,2023-10-25 15:36:00,15,90.71,Gaming,US,credit_card,Discover,tablet,Chrome,1310,1,2,0,2,icloud.com,0,0
TXN1003358,2023-01-14 20:24:00,20,522.55,Travel,CN,credit_card,Visa,desktop,Chrome,761,2,2,0,91,outlook.com,0,0
TXN1000183,2023-01-01 03:39:00,3,399.96,Jewelry,US,credit_card,Discover,mobile,Firefox,68,2,4,1,14,yahoo.com,0,1
TXN1006867,2023-05-04 12:34:00,12,57.51,Fashion,DE,digital_wallet,Visa,mobile,Edge,9,1,1,1,52,hotmail.com,0,0
TXN1005695,2023-12-26 15:30:00,15,247.23,Gaming,FR,credit_card,Discover,mobile,Chrome,418,2,1,0,99,outlook.com,0,0
TXN1008835,2023-12-20 10:09:00,10,174.93,Fashion,UK,credit_card,Visa,mobile,Firefox,82,1,1,0,114,yahoo.com,0,0
TXN1009626,2023-06-27 17:43:00,17,73.24,Software,IN,debit_card,Mastercard,desktop,Safari,115,1,1,0,166,gmail.com,0,0
TXN1006170,2023-08-13 09:38:00,9,166.3,Gaming,US,prepaid_card,Visa,desktop,Chrome,435,2,1,0,94,gmail.com,0,0
TXN1006987,2023-07-02 12:19:00,12,93.86,Software,IN,credit_card,Mastercard,desktop,Firefox,630,3,2,0,108,yahoo.com,0,0
TXN1004567,2023-08-03 15:35:00,15,274.71,Jewelry,DE,debit_card,Discover,desktop,Chrome,345,1,1,0,121,gmail.com,0,0
TXN1008955,2023-02-14 22:55:00,22,79.11,Fashion,IN,debit_card,Mastercard,desktop,Chrome,507,4,3,0,140,gmail.com,1,0
TXN1002656,2023-06-08 09:58:00,9,235.97,Jewelry,US,debit_card,Mastercard,mobile,Safari,318,1,3,0,139,icloud.com,0,0
TXN1008309,2023-10-05 08:38:00,8,835.07,Travel,UK,debit_card,Visa,mobile,Safari,1,2,1,1,106,hotmail.com,0,0
TXN1006857,2023-12-23 15:34:00,15,73.88,Gaming,IN,credit_card,Mastercard,desktop,Chrome,401,2,1,0,76,icloud.com,0,0
TXN1001961,2023-11-18 17:58:00,17,117.42,Electronics,RU,credit_card,Visa,desktop,Chrome,297,1,5,0,60,icloud.com,0,0
TXN1006383,2023-08-19 17:02:00,17,70.09,Travel,UK,credit_card,Mastercard,mobile,Chrome,797,1,1,0,110,outlook.com,1,0
TXN1008853,2023-02-13 13:14:00,13,416.04,Luxury,CN,digital_wallet,Discover,desktop,Safari,447,1,1,0,163,outlook.com,0,0
TXN1009973,2023-05-10 11:29:00,11,301.12,Travel,CN,digital_wallet,Mastercard,mobile,Chrome,2279,1,1,0,180,yahoo.com,0,0
TXN1001251,2023-02-16 21:15:00,21,50.26,Fashion,UK,credit_card,Amex,desktop,Edge,725,1,1,0,98,hotmail.com,0,0
TXN1003176,2023-09-11 15:35:00,15,662.13,Luxury,RU,debit_card,Mastercard,desktop,Safari,2250,1,3,0,31,outlook.com,0,0
TXN1007760,2023-12-12 17:40:00,17,70.49,Gaming,DE,debit_card,Amex,mobile,Chrome,34,1,4,0,171,icloud.com,0,0
TXN1005013,2023-09-25 15:59:00,15,75.32,Software,FR,credit_card,Mastercard,mobile,Chrome,26,2,1,0,113,icloud.com,0,0
TXN1009705,2023-10-08 14:56:00,14,1065.48,Luxury,UK,debit_card,Mastercard,mobile,Chrome,384,1,3,0,76,icloud.com,0,0
TXN1006539,2023-10-31 16:30:00,16,221.12,Electronics,UK,credit_card,Amex,tablet,Chrome,142,1,1,0,109,icloud.com,0,0
TXN1003289,2023-03-18 10:22:00,10,208.16,Fashion,DE,credit_card,Visa,desktop,Safari,80,1,5,0,66,gmail.com,0,0
TXN1006448,2023-02-14 15:54:00,15,77.8,Fashion,FR,credit_card,Discover,desktop,Chrome,323,1,3,0,172,gmail.com,0,0
TXN1008726,2023-07-31 16:05:00,16,117.23,Gaming,RU,credit_card,Mastercard,mobile,Chrome,1717,1,1,0,111,icloud.com,0,0
TXN1007611,2023-08-24 07:35:00,7,250.45,Travel,US,credit_card,Amex,desktop,Safari,624,2,3,0,120,icloud.com,1,0
TXN1006275,2023-04-11 12:19:00,12,136.83,Gaming,US,credit_card,Visa,mobile,Edge,97,2,1,0,85,icloud.com,0,0
TXN1006887,2023-01-15 17:00:00,17,765.95,Jewelry,FR,credit_card,Amex,desktop,Safari,820,2,3,0,111,gmail.com,0,0
TXN1001051,2023-10-30 16:04:00,16,94.09,Fashion,US,digital_wallet,Visa,mobile,Edge,744,2,4,0,125,gmail.com,0,0
TXN1004069,2023-09-29 12:34:00,12,784.16,Luxury,UK,credit_card,Visa,tablet,Safari,321,2,2,0,116,icloud.com,0,0
TXN1006022,2023-10-09 09:08:00,9,135.23,Electronics,UK,debit_card,Amex,desktop,Chrome,439,2,1,0,91,yahoo.com,0,0
TXN1005552,2023-05-05 21:49:00,21,140.18,Jewelry,US,credit_card,Discover,desktop,Edge,466,1,2,0,65,yahoo.com,0,0
TXN1000272,2023-12-09 06:03:00,6,52.23,Gift Cards,US,digital_wallet,Amex,tablet,Safari,7,5,8,0,12,yahoo.com,1,1
TXN1002042,2023-04-23 13:46:00,13,85.55,Fashion,US,debit_card,Visa,desktop,Firefox,22,1,4,0,92,hotmail.com,0,0
TXN1004763,2023-08-20 15:53:00,15,80.16,Fashion,CN,credit_card,Visa,desktop,Firefox,1913,1,3,0,169,hotmail.com,0,0
TXN1008997,2023-04-18 11:15:00,11,476.62,Electronics,IN,debit_card,Mastercard,mobile,Chrome,643,1,3,0,132,hotmail.com,0,0
TXN1005204,2023-10-24 15:42:00,15,68.03,Fashion,UK,debit_card,Mastercard,desktop,Chrome,249,2,1,0,50,gmail.com,0,0
TXN1009509,2023-11-14 10:30:00,10,525.9,Travel,US,credit_card,Visa,mobile,Chrome,222,1,3,0,151,icloud.com,0,0
TXN1001086,2023-08-08 18:47:00,18,31.39,Fashion,US,debit_card,Mastercard,desktop,Firefox,287,1,2,0,89,yahoo.com,0,0
TXN1008373,2023-10-19 18:42:00,18,703.84,Travel,UK,credit_card,Visa,mobile,Edge,1688,2,3,0,69,icloud.com,0,0
TXN1007732,2023-08-13 06:48:00,6,118.9,Electronics,RU,debit_card,Discover,desktop,Chrome,32,1,2,0,60,hotmail.com,0,0
TXN1007515,2023-02-09 17:15:00,17,287.54,Electronics,MA,credit_card,Visa,mobile,Edge,824,3,2,0,107,outlook.com,0,0
TXN1006678,2023-03-26 15:03:00,15,295.03,Jewelry,US,digital_wallet,Amex,mobile,Chrome,1155,1,5,0,97,outlook.com,0,0
TXN1004322,2023-10-12 11:27:00,11,36.52,Fashion,CN,digital_wallet,Mastercard,desktop,Chrome,103,1,4,0,96,gmail.com,0,0
TXN1006946,2023-10-31 16:53:00,16,90.76,Fashion,DE,debit_card,Visa,mobile,Chrome,133,1,2,0,89,outlook.com,0,0
TXN1007747,2023-07-19 12:19:00,12,71.48,Fashion,US,debit_card,Visa,mobile,Chrome,46,2,1,0,135,yahoo.com,0,0
TXN1006772,2023-11-27 06:29:00,6,343.86,Electronics,UK,credit_card,Visa,tablet,Safari,395,3,4,0,112,outlook.com,0,0
TXN1005518,2023-11-16 15:45:00,15,80.4,Gaming,BR,debit_card,Amex,mobile,Chrome,185,1,2,1,76,gmail.com,0,0
TXN1005117,2023-04-29 15:14:00,15,50.84,Gaming,CN,debit_card,Visa,desktop,Safari,128,1,4,0,115,icloud.com,0,0
TXN1006179,2023-07-14 13:01:00,13,75.53,Gaming,CN,debit_card,Mastercard,desktop,Safari,41,1,1,0,16,gmail.com,0,0
TXN1004709,2023-01-10 08:47:00,8,520.59,Jewelry,IN,debit_card,Discover,desktop,Chrome,976,1,2,0,88,outlook.com,0,0
TXN1008121,2023-11-17 07:49:00,7,45.74,Fashion,US,credit_card,Discover,desktop,Safari,1945,1,2,0,71,yahoo.com,0,0
TXN1005969,2023-04-20 09:32:00,9,274.11,Travel,FR,digital_wallet,Visa,mobile,Chrome,999,1,2,1,94,hotmail.com,0,0
TXN1006784,2023-09-16 12:31:00,12,113.69,Gaming,FR,credit_card,Amex,mobile,Chrome,567,1,1,0,43,outlook.com,0,0
TXN1003478,2023-07-20 11:53:00,11,133.71,Software,DE,credit_card,Mastercard,mobile,Safari,628,1,3,0,25,yahoo.com,0,0
TXN1008414,2023-04-03 16:57:00,16,41.9,Fashion,DE,credit_card,Amex,desktop,Chrome,103,2,1,0,105,outlook.com,1,0
TXN1003924,2023-02-27 15:32:00,15,223.91,Electronics,US,credit_card,Mastercard,mobile,Chrome,645,3,1,0,59,icloud.com,0,0
TXN1001748,2023-09-20 16:45:00,16,102.36,Fashion,CN,digital_wallet,Amex,mobile,Chrome,188,1,3,0,22,yahoo.com,0,0
TXN1000732,2023-11-06 12:41:00,12,741.69,Luxury,US,digital_wallet,Discover,desktop,Chrome,335,2,2,0,76,outlook.com,0,0
TXN1002553,2023-12-01 19:42:00,19,1225.64,Electronics,CN,prepaid_card,Amex,desktop,Chrome,228,1,1,0,102,icloud.com,0,0
TXN1005458,2023-07-15 13:00:00,13,36.99,Gaming,UK,digital_wallet,Visa,tablet,Chrome,1907,1,2,0,89,hotmail.com,0,0
TXN1005873,2023-09-17 14:09:00,14,197.13,Electronics,US,digital_wallet,Amex,desktop,Safari,8,1,2,0,77,hotmail.com,0,0
TXN1002662,2023-04-26 20:28:00,20,49.73,Fashion,UK,credit_card,Visa,mobile,Chrome,143,1,1,0,90,yahoo.com,0,0
TXN1009398,2023-04-17 10:27:00,10,32.91,Gift Cards,UK,credit_card,Visa,tablet,Safari,249,1,1,0,114,yahoo.com,0,0
TXN1006455,2023-07-05 16:20:00,16,73.23,Fashion,FR,credit_card,Visa,mobile,Chrome,527,2,2,0,63,gmail.com,0,0
TXN1003113,2023-01-02 15:30:00,15,162.7,Fashion,UK,credit_card,Amex,mobile,Chrome,723,1,1,0,50,yahoo.com,0,0
TXN1003303,2023-11-11 09:35:00,9,525.39,Luxury,US,credit_card,Amex,desktop,Edge,794,1,1,0,80,hotmail.com,0,0
TXN1001344,2023-10-03 17:12:00,17,205.5,Software,FR,debit_card,Discover,mobile,Safari,393,2,2,0,52,outlook.com,0,0
TXN1001690,2023-06-01 12:53:00,12,83.94,Fashion,US,debit_card,Mastercard,tablet,Chrome,36,1,1,0,82,outlook.com,0,0
TXN1007180,2023-07-22 10:35:00,10,747.17,Luxury,CN,debit_card,Mastercard,desktop,Chrome,317,1,2,0,59,outlook.com,0,0
TXN1006499,2023-05-29 06:34:00,6,370.62,Electronics,IN,debit_card,Discover,desktop,Firefox,865,1,3,0,41,yahoo.com,1,0
TXN1003308,2023-11-26 16:11:00,16,407.54,Luxury,CN,debit_card,Visa,mobile,Firefox,468,3,2,0,27,outlook.com,0,0
TXN1001504,2023-06-24 11:12:00,11,98.15,Gaming,US,debit_card,Visa,desktop,Firefox,254,2,1,0,77,outlook.com,0,0
TXN1001806,2023-06-04 10:46:00,10,70.13,Fashion,RU,digital_wallet,Discover,desktop,Chrome,503,1,2,0,153,yahoo.com,0,0
TXN1008469,2023-05-11 11:29:00,11,167.78,Travel,US,debit_card,Discover,desktop,Chrome,125,1,1,0,84,hotmail.com,0,0
TXN1005369,2023-08-23 13:18:00,13,50.5,Fashion,FR,credit_card,Visa,desktop,Edge,1699,2,1,0,109,icloud.com,0,0
TXN1003791,2023-05-22 12:26:00,12,72.96,Fashion,DE,debit_card,Discover,desktop,Chrome,1481,1,1,0,15,icloud.com,0,0
TXN1009520,2023-04-28 16:16:00,16,71.5,Gaming,DE,digital_wallet,Visa,mobile,Safari,325,1,1,0,157,hotmail.com,0,0
TXN1007329,2023-12-29 09:48:00,9,43.73,Gift Cards,RU,credit_card,Discover,desktop,Chrome,1158,1,3,0,133,icloud.com,0,0
TXN1005909,2023-11-15 10:59:00,10,164.8,Electronics,CN,debit_card,Mastercard,desktop,Chrome,460,1,3,0,56,icloud.com,0,0
TXN1006825,2023-12-23 11:45:00,11,75.91,Travel,CN,debit_card,Mastercard,mobile,Chrome,40,2,3,0,58,gmail.com,0,0
TXN1007263,2023-01-20 09:15:00,9,103.58,Fashion,DE,digital_wallet,Visa,desktop,Chrome,91,4,1,0,50,yahoo.com,0,0
TXN1001848,2023-02-26 13:14:00,13,438.33,Travel,BR,digital_wallet,Discover,desktop,Chrome,1499,1,1,0,42,hotmail.com,0,0
TXN1004512,2023-08-14 19:26:00,19,73.93,Software,US,debit_card,Amex,desktop,Chrome,217,1,1,0,106,hotmail.com,0,0
TXN1002431,2023-11-22 15:38:00,15,648.95,Electronics,CN,digital_wallet,Visa,desktop,Safari,743,1,1,0,83,outlook.com,0,0
TXN1004660,2023-01-12 11:10:00,11,52.42,Software,US,credit_card,Discover,mobile,Chrome,1418,2,3,1,101,gmail.com,0,0
TXN1008885,2023-02-03 15:50:00,15,81.64,Gaming,US,credit_card,Mastercard,mobile,Chrome,156,2,1,0,42,hotmail.com,0,0
TXN1005584,2023-01-21 13:03:00,13,72.74,Gift Cards,FR,debit_card,Discover,desktop,Firefox,213,5,1,0,116,hotmail.com,0,0
TXN1000142,2023-09-17 04:13:00,4,331.95,Jewelry,BR,digital_wallet,Discover,desktop,Chrome,4,7,2,1,2,tempmail.com,1,1
TXN1008760,2023-05-15 17:26:00,17,350.24,Travel,UK,credit_card,Mastercard,desktop,Chrome,1263,1,4,1,96,gmail.com,0,0
TXN1009211,2023-07-01 11:51:00,11,49.22,Fashion,CN,debit_card,Visa,mobile,Chrome,781,1,2,0,81,outlook.com,0,0
TXN1005264,2023-02-26 15:11:00,15,76.29,Fashion,US,digital_wallet,Mastercard,mobile,Chrome,215,1,1,0,2,outlook.com,0,0
TXN1003409,2023-09-11 22:28:00,22,977.02,Luxury,FR,credit_card,Visa,mobile,Chrome,705,1,1,0,99,hotmail.com,0,0
TXN1001117,2023-11-27 10:50:00,10,71.49,Gaming,US,debit_card,Mastercard,desktop,Edge,109,1,2,0,2,icloud.com,0,0
TXN1001756,2023-09-10 11:51:00,11,28.23,Fashion,IN,digital_wallet,Mastercard,desktop,Chrome,476,1,1,0,112,outlook.com,0,0
TXN1000497,2023-08-11 12:56:00,12,188.53,Jewelry,US,credit_card,Discover,desktop,Chrome,417,1,2,0,52,yahoo.com,0,0
TXN1008031,2023-05-06 13:06:00,13,45.64,Software,UK,debit_card,Visa,tablet,Chrome,354,1,1,0,52,outlook.com,0,0
TXN1000870,2023-07-31 14:14:00,14,149.88,Fashion,UK,debit_card,Visa,desktop,Chrome,1458,2,3,0,78,yahoo.com,0,0
TXN1003357,2023-04-15 14:23:00,14,105.43,Fashion,CN,digital_wallet,Visa,tablet,Safari,647,1,4,0,53,icloud.com,0,0
TXN1000912,2023-09-12 14:31:00,14,221.35,Gaming,US,credit_card,Amex,mobile,Edge,399,2,1,0,149,icloud.com,0,0
TXN1000721,2023-02-20 12:44:00,12,37.18,Fashion,BR,debit_card,Visa,tablet,Safari,1682,1,4,0,130,yahoo.com,0,0
TXN1002805,2023-09-08 12:18:00,12,426.1,Electronics,IN,digital_wallet,Mastercard,mobile,Chrome,1018,2,1,0,106,outlook.com,0,0
TXN1009943,2023-07-19 18:07:00,18,27.65,Fashion,CN,credit_card,Discover,mobile,Safari,189,1,1,0,111,yahoo.com,0,0
TXN1000886,2023-03-05 19:05:00,19,146.93,Electronics,FR,debit_card,Visa,mobile,Edge,294,1,1,0,94,outlook.com,0,0
TXN1009592,2023-01-07 11:20:00,11,177.55,Software,CN,credit_card,Discover,desktop,Firefox,222,1,1,0,73,hotmail.com,0,0
TXN1006587,2023-04-07 18:26:00,18,122.76,Travel,BR,credit_card,Visa,desktop,Firefox,379,3,1,0,141,icloud.com,0,0
TXN1008100,2023-12-17 11:40:00,11,61.72,Software,UK,credit_card,Amex,tablet,Chrome,12,1,6,1,136,hotmail.com,1,0
TXN1001520,2023-07-11 17:20:00,17,112.07,Software,UK,debit_card,Discover,mobile,Safari,61,3,1,0,139,yahoo.com,0,0
TXN1008689,2023-09-01 14:03:00,14,78.71,Gift Cards,RU,credit_card,Discover,mobile,Edge,85,1,4,0,64,icloud.com,0,0
TXN1002746,2023-11-26 18:03:00,18,280.67,Software,US,credit_card,Mastercard,mobile,Chrome,793,1,2,0,64,yahoo.com,0,0
TXN1006700,2023-04-12 20:41:00,20,683.8,Electronics,US,credit_card,Discover,mobile,Chrome,451,2,2,0,116,icloud.com,1,0
TXN1005775,2023-09-18 21:04:00,21,66.8,Fashion,RU,debit_card,Amex,mobile,Chrome,159,2,1,1,95,yahoo.com,0,0
TXN1000314,2023-03-27 22:05:00,22,220.64,Luxury,BR,digital_wallet,Amex,mobile,Unknown,32,8,4,1,60,yahoo.com,1,1
TXN1001799,2023-09-09 16:23:00,16,134.28,Gaming,US,debit_card,Visa,mobile,Chrome,257,1,3,0,149,gmail.com,0,0
TXN1000327,2023-08-24 06:01:00,6,561.63,Fashion,US,debit_card,Discover,mobile,Unknown,23,8,3,1,4,outlook.com,1,1
TXN1005642,2023-05-07 06:28:00,6,198.84,Electronics,FR,debit_card,Mastercard,desktop,Chrome,72,4,1,0,112,gmail.com,0,0
TXN1004204,2023-07-18 14:11:00,14,248.17,Jewelry,US,credit_card,Mastercard,tablet,Edge,481,1,1,0,82,icloud.com,0,0
TXN1003129,2023-06-20 13:44:00,13,86.62,Fashion,FR,credit_card,Mastercard,mobile,Safari,276,1,1,0,92,yahoo.com,0,0
TXN1006860,2023-06-16 18:58:00,18,294.48,Travel,UK,credit_card,Discover,mobile,Chrome,990,1,2,0,62,yahoo.com,0,0
TXN1009905,2023-12-15 15:59:00,15,613.65,Travel,RU,credit_card,Amex,desktop,Chrome,274,1,2,0,100,yahoo.com,0,0
TXN1003968,2023-03-19 11:06:00,11,134.66,Electronics,US,debit_card,Amex,desktop,Chrome,790,2,5,0,118,icloud.com,0,0
TXN1005743,2023-03-28 10:38:00,10,148.44,Travel,DE,credit_card,Discover,mobile,Chrome,521,1,1,0,113,hotmail.com,0,0
TXN1006226,2023-04-27 06:45:00,6,114.12,Gaming,BR,debit_card,Discover,tablet,Chrome,447,2,1,0,112,icloud.com,0,0
TXN1001973,2023-09-07 06:40:00,6,112.37,Software,BR,digital_wallet,Mastercard,mobile,Firefox,526,1,2,1,113,outlook.com,0,0
TXN1000336,2023-12-04 07:56:00,7,1324.11,Luxury,CN,digital_wallet,Discover,desktop,Safari,21,5,8,1,12,throwam.com,1,1
TXN1002764,2023-08-04 12:56:00,12,657.09,Jewelry,BR,debit_card,Visa,desktop,Unknown,1688,1,1,0,77,outlook.com,0,0
TXN1007660,2023-03-04 15:15:00,15,87.59,Gaming,RU,digital_wallet,Mastercard,tablet,Chrome,378,1,1,0,119,hotmail.com,0,0
TXN1000275,2023-04-02 20:06:00,20,393.37,Software,UK,prepaid_card,Visa,mobile,Unknown,40,4,4,0,9,throwam.com,1,1
TXN1002985,2023-07-05 15:14:00,15,235.12,Electronics,BR,credit_card,Visa,mobile,Chrome,807,3,1,0,131,outlook.com,0,0
TXN1005646,2023-05-12 15:33:00,15,32.13,Fashion,CN,debit_card,Amex,desktop,Chrome,639,1,3,0,57,outlook.com,0,0
TXN1005849,2023-09-26 11:24:00,11,397.35,Electronics,US,digital_wallet,Discover,desktop,Chrome,2078,1,1,0,104,gmail.com,0,0
TXN1003477,2023-03-10 07:43:00,7,1089.22,Luxury,UK,debit_card,Amex,mobile,Firefox,182,1,1,0,91,icloud.com,0,0
TXN1007558,2023-05-08 09:59:00,9,298.09,Electronics,RU,digital_wallet,Visa,mobile,Edge,153,2,1,0,135,gmail.com,0,0
TXN1003558,2023-03-30 22:02:00,22,236.96,Electronics,US,debit_card,Visa,tablet,Safari,179,1,2,0,83,hotmail.com,0,0
TXN1002809,2023-02-14 12:55:00,12,291.91,Jewelry,US,credit_card,Amex,tablet,Edge,66,3,2,1,141,gmail.com,0,0
TXN1009113,2023-02-27 17:27:00,17,102.75,Electronics,UK,credit_card,Mastercard,mobile,Chrome,347,1,1,0,96,icloud.com,0,0
TXN1004861,2023-01-16 15:00:00,15,857.99,Electronics,FR,debit_card,Visa,desktop,Edge,4,1,2,0,121,hotmail.com,0,0
